0.0,0.0,3.4816624632804234,0.0
0.0,0.0,1.6904350255809457,0.0
0.0,0.0,2.7870545292724045,0.0
0.0,0.0,3.2093709656433074,0.0
0.0,0.0,1.828303615259124,0.0
0.0,0.0,4.039632577259193,0.0
0.0,0.0,3.29154877064047,0.0
0.0,0.0,1.6812532642113713,0.0
0.0,0.0,1.9727638861451302,0.0
0.0,0.0,4.798803330124535,0.0
0.0,0.0,1.6137206919378584,0.0
0.0,0.0,4.290267443518289,0.0
0.0,0.0,1.8023300182885187,0.0
0.0,0.0,4.796234915721801,0.0
0.0,0.0,2.188852655206876,0.0
0.0,0.0,3.349485854047491,0.0
0.0,0.0,3.1420357695374017,0.0
0.0,0.0,1.753699031872126,0.0
0.0,0.0,4.206854253228898,0.0
0.0,0.0,2.3294448780252908,0.0
0.0,0.0,4.412011165827066,0.0
0.0,0.0,4.720476483245392,0.0
0.0,0.0,4.271578609864083,0.0
0.0,0.0,3.3184166311568197,0.0
0.0,0.0,1.7361361669449407,0.0
0.0,0.0,1.574692880306546,0.0
0.0,0.0,3.268583946566146,0.0
0.0,0.0,4.6125366230269655,0.0
0.0,0.0,4.158323252684303,0.0
0.0,0.0,4.188292623657227,0.0
0.0,0.0,4.578553932501281,0.0
0.0,0.0,4.814813822124959,0.0
0.0,0.0,3.0514967871751795,0.0
0.0,0.0,4.106907862648276,0.0
0.0,0.0,3.0519800350656268,0.0
0.0,0.0,2.5414911379283676,0.0
0.0,0.0,2.485475882438676,0.0
0.0,0.0,1.029087789620784,0.0
0.0,0.0,1.0768902730799161,0.0
0.0,0.0,2.333109918518909,0.0
0.0,0.0,3.9697550663469827,0.0
0.0,0.0,1.2448352246524435,0.0
0.0,0.0,1.6873622056808069,0.0
0.0,0.0,1.8324178907091677,0.0
0.0,0.0,1.4771870054766918,0.0
0.0,0.0,4.2435659186114245,0.0
0.0,0.0,4.0207553533126354,0.0
0.0,0.0,4.019536208455296,0.0
0.0,0.0,2.4137102550117273,0.0
0.0,0.0,2.1104845894991184,0.0
0.0,0.0,1.2361804482428291,0.0
0.0,0.0,3.1982610173430692,0.0
0.0,0.0,3.458006263485284,0.0
0.0,0.0,3.155187799608221,0.0
0.0,0.0,2.7302025483180667,0.0
0.0,0.0,4.280906140341393,0.0
0.0,0.0,3.061510836074845,0.0
0.0,0.0,1.67789740352797,0.0
0.0,0.0,2.155806482561871,0.0
0.0,0.0,4.692585769989693,0.0
0.0,0.0,4.89782522736153,0.0
0.0,0.0,3.8104096192707533,0.0
0.0,0.0,1.235783128320886,0.0
0.0,0.0,3.5719942441168886,0.0
0.0,0.0,4.264169886654625,0.0
0.0,0.0,1.40154924637091,0.0
0.0,0.0,2.21820292216807,0.0
0.0,0.0,3.0960029195534724,0.0
0.0,0.0,3.9417532687732297,0.0
0.0,0.0,4.030005167254904,0.0
0.0,0.0,4.122597699234795,0.0
0.0,0.0,3.7843407252550376,0.0
0.0,0.0,2.9024613535221366,0.0
0.0,0.0,1.3845703866166947,0.0
0.0,0.0,3.877248354586747,0.0
0.0,0.0,4.058442661804001,0.0
0.0,0.0,1.4169645679136185,0.0
0.0,0.0,4.15332749065847,0.0
0.0,0.0,1.484931169767997,0.0
0.0,0.0,4.582216573178398,0.0
0.0,0.0,4.020023237309866,0.0
